ID,Site,Context,Country,Longitude,Latitude,Condition,ATU,ATU2,NAT,Reference(s),Site Type,Dating Method,Event (Rasmussen et al. 2014),Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Chronozone (Relative),Relative Date (method),LTP Association,TP present,Burinated,Tephra Association,File Type,Scale,Out,Ldk,RD,FN,Additional Information,OTT,Continuous vs. Discontinuous,Retouch position
970,Usselo,Usselo,The Netherlands,6.82,52.19,Whole,Federmesser,Tjonger,Backed Point (Unspecified),Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Stratigraphy,N,-,Y,N,2D,Y,X,,N,Usselo_23,,Y,Continuous,Right
971,Usselo,Usselo,The Netherlands,6.82,52.19,Whole,Federmesser,Tjonger,Backed Point (Unspecified),Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Stratigraphy,N,-,Y,N,2D,Y,X,,N,Usselo_24,,Y,Continuous,Right
972,Usselo,Usselo,The Netherlands,6.82,52.19,Whole,Federmesser,Tjonger,Backed Point (Unspecified),Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Stratigraphy,N,-,N,N,2D,Y,X,,N,Usselo_27,,Y,Continuous,Left
973,Usselo,Usselo,The Netherlands,6.82,52.19,Whole,Federmesser,Tjonger,Backed Point (Unspecified),Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Stratigraphy,N,-,N,N,2D,Y,X,,N,Usselo_28,,Y,Continuous,Left
974,Usselo,Usselo,The Netherlands,6.82,52.19,Whole,Federmesser,Tjonger,Backed Point (Unspecified),Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Stratigraphy,N,-,N,N,2D,Y,X,,N,Usselo_29,,Y,Continuous,Right
975,Usselo,Usselo,The Netherlands,6.82,52.19,Whole,Federmesser,Tjonger,Backed Point (Unspecified),Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Stratigraphy,N,-,N,N,2D,Y,X,,N,Usselo_3,,Y,Continuous,Left
976,Usselo,Usselo,The Netherlands,6.82,52.19,Whole,Federmesser,Tjonger,Backed Point (Unspecified),Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Stratigraphy,N,-,N,N,2D,Y,X,,N,Usselo_31,,Y,Continuous,Left
977,Usselo,Usselo,The Netherlands,6.82,52.19,Whole,Federmesser,Tjonger,Backed Point (Unspecified),Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Stratigraphy,N,-,N,N,2D,Y,X,,N,Usselo_4,,Y,Continuous,Left
978,Usselo,Usselo,The Netherlands,6.82,52.19,Whole,Federmesser,Tjonger,Penknife Point,Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Stratigraphy,N,-,N,N,2D,Y,X,,N,Usselo_7,,Y,Continuous,Left
979,Utscheid,Utscheid,Germany,6.34,50,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Grimm et al. 2012; Bohmers 1947; Schwabedissen 1954; Stapert and Veenstra 1988,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Utscheid_2,,Y,Continuous,Right
980,Viereck,Viereck,Germany,14.01,53.56,Whole,Unspecified,Unspecified,Cheddar Point,Binsfeld and Gollub 1970b; Löhr 1982,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Viereck_1,,Y,Continuous,Right
981,Viersen,Viersen (Hoher Busch),Germany,6.36,51.26,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Taute 1963,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Viersen_Hoher_Busch_1,,Y,Continuous,Left
982,Volkmarsen-Külte,Volkmarsen-Külte,Germany,9.14,51.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Heinen 1993,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Volkmarsen_Kulte_1,,Y,Continuous,Left
983,Volkmarsen-Külte,Volkmarsen-Külte,Germany,9.14,51.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Fiedler 1990b; Fiedler 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Volkmarsen_Kulte_2,,Y,Continuous,Left
984,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Fiedler 1990b; Fiedler 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_10,,Y,Continuous,Left
985,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_12,,Y,Continuous,Right
986,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_13,,Y,Continuous,Left
987,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_14,,Y,Continuous,Right
988,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_15,,Y,Continuous,Left
989,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_16,,Y,Continuous,Left
990,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_17,,Y,Continuous,Right
991,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_2,,Y,Continuous,Left
992,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_3,,Y,Continuous,Right
993,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_4,,Y,Continuous,Left
994,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_5,,Y,Continuous,Left
995,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Azilian/Federmesser Point,Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_6,,Y,Continuous,Left
996,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_8,,Y,Continuous,Right
997,Vollbüttel-Osterheide,Vollbüttel-Osterheide,Germany,10.5,52.4,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Osterheide_9,,Y,Continuous,Left
998,Vollbüttel-Ribbesbüttel,Vollbüttel-Ribbesbüttel,Germany,10.5,52.45,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Zeitz 1969,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Vollbuttel_Ribbesbuttel_1,,Y,Continuous,Left
999,Wachendorf,Wachendorf (Sud),Germany,10.8,49.47,Whole,Unspecified,Atzenhofer,Backed Point (Unspecified),Fischer 1982,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Allerod,Typology,N,-,Y,N,2D,Y,X,,N,Wachendorf_Sud_2,,Y,Continuous,Left
1000,Wachendorf,Wachendorf (West),Germany,10.8,49.47,Whole,Unspecified,Atzenhofer,Backed Point (Unspecified),Schönweiß and Schönweiß 1959; Schönweiß 1965; Schönweiß 1974,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wachendorf_West_2,,Y,Continuous,Left
1001,Wallendorf,Wallendorf,Luxembourg,6.29,49.86,Whole,Unspecified,Unspecified,Appelscha Point,Schönweiß and Schönweiß 1959; Schönweiß 1965; Schönweiß 1974,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wallendorf_1,,Y,Continuous,Right
1002,Wandhofen,Wandhofen,Germany,7.55,51.41,Whole,Unspecified,Unspecified,Azilian/Federmesser Point,Binsfeld and Gollub 1970a,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wandhofen_2,,Y,Continuous,Left
1003,Wandhofen,Wandhofen,Germany,7.55,51.41,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Blank 1988,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wandhofen_3,,Y,Continuous,Right
1004,Wandhofen,Wandhofen,Germany,7.55,51.41,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Blank 1988,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wandhofen_4,,Y,Continuous,Left
1005,Wandhofen,Wandhofen,Germany,7.55,51.41,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Blank 1988,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wandhofen_5,,Y,Continuous,Right
1006,Wandhofen,Wandhofen,Germany,7.55,51.41,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Blank 1988,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wandhofen_6,,Y,Continuous,Left
1007,Wauwiler Moos,Wauwiler Moos (12),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Backed Point (Unspecified),Blank 1988,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_12_1,,Y,Continuous,Right
1008,Wauwiler Moos,Wauwiler Moos (13),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Backed Point (Unspecified),Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_13_1,,Y,Continuous,Left
1009,Wauwiler Moos,Wauwiler Moos (14),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Backed Point (Unspecified),Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_14_1,,Y,Continuous,Right
1010,Wauwiler Moos,Wauwiler Moos (14),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Appelscha Point,Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_14_2,,Y,Continuous,Right
1011,Wauwiler Moos,Wauwiler Moos (14a),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Azilian/Federmesser Point,Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_14a_1,,Y,Continuous,Left
1012,Wauwiler Moos,Wauwiler Moos (14a),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Backed Point (Unspecified),Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_14a_2,,Y,Continuous,Left
1013,Wauwiler Moos,Wauwiler Moos (17),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Appelscha Point,Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_17_1,,Y,Continuous,Left
1014,Wauwiler Moos,Wauwiler Moos (1),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Backed Point (Unspecified),Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_1_1,,Y,Continuous,Left
1015,Wauwiler Moos,Wauwiler Moos (1),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Appelscha Point,Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_1_2,,Y,Continuous,Right
1016,Wauwiler Moos,Wauwiler Moos (1),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Appelscha Point,Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_1_3,,Y,Continuous,Right
1017,Wauwiler Moos,Wauwiler Moos (1),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Petersfels Point,Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_1_4,,Y,Continuous,Left
1018,Wauwiler Moos,Wauwiler Moos (25),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Backed Point (Unspecified),Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_25_1,,Y,Continuous,Right
1019,Wauwiler Moos,Wauwiler Moos (25),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Backed Point (Unspecified),Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_25_2,,Y,Continuous,Left
1020,Wauwiler Moos,Wauwiler Moos (25),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Backed Point (Unspecified),Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wauwiler_Moos_25_3,,Y,Discontinuous,Right
1021,Wauwiler Moos,Wauwiler Moos (4),Switzerland,8,47.19,Whole,Unspecified,Fürsteiner,Ranis Point,Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,Y,N,2D,Y,X,,N,Wauwiler_Moos_4_1,,Y,Continuous,Left
1022,Weesen,Weesen,Germany,10.18,52.86,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Wyss 1968; Nielsen 1992,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wessen_1,,Y,Continuous,Right
1023,Weesen,Weesen,Germany,10.18,52.86,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Siekmann 1977,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wessen_2,,N,Continuous,Right
1024,Weesen,Weesen,Germany,10.18,52.86,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Siekmann 1977,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Wessen_3,,Y,Continuous,Left
1025,Wehlen,Wehlen,Germany,9.9,53.48,Whole,Federmesser,Wehlener,Backed Point (Unspecified),Siekmann 1977,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wehlen_1,,Y,Continuous,Left
1026,Wehlen,Wehlen,Germany,9.9,53.48,Whole,Federmesser,Wehlener,Backed Point (Unspecified),Andree 1939; Schwabedissen 1944; Narr 1953; Schwabedissen 1954; Jakob-Friesen 1959,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wehlen_10,,Y,Continuous,Right
1027,Wehlen,Wehlen,Germany,9.9,53.48,Whole,Federmesser,Wehlener,Ranis Point,Andree 1939; Schwabedissen 1944; Narr 1953; Schwabedissen 1954; Jakob-Friesen 1959,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wehlen_11,,Y,Continuous,Right
1028,Wehlen,Wehlen,Germany,9.9,53.48,Whole,Federmesser,Wehlener,Ranis Point,Andree 1939; Schwabedissen 1944; Narr 1953; Schwabedissen 1954; Jakob-Friesen 1959,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wehlen_12,,Y,Continuous,Right
1029,Wehlen,Wehlen,Germany,9.9,53.48,Whole,Federmesser,Wehlener,Ranis Point,Andree 1939; Schwabedissen 1944; Narr 1953; Schwabedissen 1954; Jakob-Friesen 1959,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early-Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Wehlen_13,,Y,Continuous,Right
